Name,Speed,Reactants,Products,Modulus,Temps,States,Effects,Rek,Effect Color,
HCl_KMnO4,0.2,HCl-KMnO4,H2O-MnCl2-Cl2-KCl,6-2-8-2-5-2,0-300,4-4,FALSE,0.001,0xFFFFFF,
HCl_KOH,0.8,HCl-KOH,H2O-KCl,1-1-1-1,0-200,4-4,FALSE,0,0xFFFFFF,
HCl_Na2CO3,0.2,HCl-Na2CO3,H2O-CO2-NaCl,2-1-1-1-2,0-200,4-4,FALSE,0.01,0xFFFFFF,
HCl_NaHCO3,1.2,HCl-NaHCO3,NaCl-H2O-CO2,1-1-1-1-1,0-200,4-4,FALSE,0,0xFFFFFF,
HCl_NaOH,0.5,HCl-NaOH,H2O-NaCl,1-1-1-1,0-200,4-4,FALSE,0,0xFFFFFF,
HCl_NH3,1,HCl-NH3,NH4Cl,1-1-1-1,0-999,4-4,FALSE,0,0xFFFFFF,
HCl_NH4NO3,0.5,HCl-NH4NO3,NH4Cl-HNO3,1-1-1-1,0-9999,4-4,FALSE,0,0xFFFFFF,
HCl_PbNO32,1,HCl-PbNO32,PbCl2-HNO3,2-1-1-2,0-800,4-4,FALSE,0,0xFFFFFF,
NaBr_Cl2,0.3,NaBr-Cl2,NaCl-Br2,2-1-2-1,0-800,4-3,FALSE,0,0xFFFFFF,
HgO,0.1,HgO,Hg-O2,2-2-1,500-2500,1-0,FALSE,0.001,0xFFFFFF,
HNO3,0.024,HNO3,NO2-O2-H2O,4-4-1-2,0-4000,2,FALSE,0.01,0xFFFFFF,
HNO3_H2S,0.3,HNO3-H2S,S-NO2-H2O,1-2-1-2-2,0-1000,4-4,FALSE,0,0xFFFFFF,
HNO3_Hg,0.1,HNO3-Hg,HgNO32-NO2-H2O,4-1-1-2-2,4-4000,4-4,FALSE,0.003,0xFFFFFF,
HNO3_KOH,0.2,HNO3-KOH,KNO3-H2O,1-1-1-1,0-1000,4-4,FALSE,0.001,0xFFFFFF,
HNO3_Mg_2,0.1,HNO3-Mg,MgNO32-NO-H2O,8-3-3-2-4,10-4000,1-4,FALSE,0.013,0xFFFFFF,
HNO3_Na2CO3,0.2,HNO3-Na2CO3,NaNO3-CO2-H2O,2-1-2-1-1,0-1000,4-4,FALSE,0,0xFFFFFF,
HNO3_NaOH,0.2,HNO3-NaOH,NaNO3-H2O,1-1-1-1,0-1000,4-4,FALSE,0.001,0xFFFFFF,
HNO3_NH3,0.1,HNO3-NH3,NH4NO3,1-1-1-1,0-9999,4-4,FALSE,0,0xFFFFFF,
HNO3_P,0.1,HNO3-P,H3PO4-NO2-H2O,5-1-1-5-1,10-4000,1.5-2.5,FALSE,0.033,0xFFFFFF,
HNO3_Zn_2,0.1,HNO3-Zn,ZnNO32-NO-H2O,8-3-3-2-4,10-4000,4-1,FALSE,0.013,0xFFFFFF,
I2_NH3,0.8,I2-NH3,NI3-H2,3-2-2-3,0-100,1-3,EXPLODE2,0,0x343A30,
NI3,1,NI3,N2-I2,2-1-03,Shock,1,EXPLODE2,0,0x343A30,
K_H2,0.7,K-H2,KH,2-1-2,30-100,1-3,FALSE,1,0xFFFFFF,
K_Br2,0.7,K-Br2,KBr,2-1-2,0-100,1-2,BURN3,6,0xFFFFFF,
K_H2O,0.3,K-H2O,KOH-H2,2-2-2-1,0-100,1.5-2,BURN3,4.5,0xFFFFFF,
K_O2,0.3,K-O2,K2O,4-2-2,50-100,1-3,BURN3,7,0xFFFFFF,
K2MnO4,0.1,K2MnO4,K2O-MnO2-O2,2-2-2-1,40-900,1,FALSE,0,0xFFFFFF,
K2O_H2O,0.7,K2O-H2O,KOH,1-1-2,0-100,1-2,FALSE,1,0xFFFFFF,
KClO3,0.2,KClO3,KCl-O2,2-2-3,50-999,1,FALSE,1,0xFFFFFF,
KClO3_HCl,0.5,KClO3-HCl,Cl2-H2O-KCl,6-1-3-3-1,0-200,1-4,FALSE,0.001,0xFFFFFF,
KClO3_MnO2,0.1,KClO3-MnO2,KCl-O2-MnO2,2-1-2-3-1,30-2900,1-1,FALSE,0.03,0xFFFFFF,
KH_H2O,1,KH-H2O,KOH-H2,1-1-1-1,0-100,1-2,FALSE,5,0xFFFFFF,
KI_PbNO32,0.7,KI-PbNO32,KNO3-PbI2,2-1-2-1,0-100,4-4,FALSE,0,0xFFFFFF,
KMnO4,0.1,KMnO4,K2MnO4-MnO2-O2,2-1-1-1,90-900,1,FALSE,0,0xFFFFFF,
KOH_NH4NO3,0.3,KOH-NH4NO3,NH3-H2O-KNO3,1-1-1-1-1,0-9999,4-4,FALSE,0,0xFFFFFF,
Li_H2O,0.2,Li-H2O,LiOH-H2,2-2-2-1,0-100,1.5-2,BURN3,3.000,0xFFFFFF,
Li_N2,0.03,Li-N2,Li3N,6-1-2,100-900,1-3,BURN3,2.2,0xFFC607,
Li_O2,0.24,Li-O2,Li2O,4-1-2,150-900,1-3,BURN3,3.0,0xFFFFFF,
Li3N_H2O,1,Li3N-H2O,LiOH-NH3,3-1-3-1,0-999,1-2,FALSE,0,0xFFFFFF,
Mg_AgNO3,0.6,Mg-AgNO3,MgNO32-Ag,1-2-1-2,0-400,1-4,FALSE,0,0xFFFFFF,
Mg_N2,0.5,Mg-N2,Mg3N2,3-1-1,100-999,1.5-3,BURN3,50,0xFFFFFF,
Mg_Al2SO43,0.6,Mg-Al2SO43,MgSO4-Al,3-1-3-2,0-400,1-4,FALSE,0,0xFFFFFF,
Mg_AlCl3,0.6,Mg-AlCl3,MgCl2-Al,3-2-3-2,0-400,1-4,FALSE,0,0xFFFFFF,
Mg_AlNO33,0.6,Mg-AlNO33,MgNO32-Al,3-2-3-2,0-400,1-4,FALSE,0,0xFFFFFF,
Mg_CO2,1,Mg-CO2,MgO-C,1-2-2-1,300-999,1.5-3,BURN3,10,0xFFFFFF,
Mg_CuCl2,0.6,Mg-CuCl2,MgCl2-Cu,1-1-1-1,0-400,1-4,FALSE,0,0xFFFFFF,
Mg_CuNO32,0.6,Mg-CuNO32,MgNO32-Cu,1-1-1-1,0-400,1-4,FALSE,0,0xFFFFFF,
Mg_CuSO4,0.6,Mg-CuSO4,MgSO4-Cu,1-1-1-1,0-400,1-4,FALSE,0,0xFFFFFF,
Mg_Fe2SO43,0.6,Mg-Fe2SO43,MgSO4-Fe,3-1-3-2,0-400,1-4,FALSE,0,0xFFFFFF,
Mg_FeCl2,0.6,Mg-FeCl2,MgCl2-Fe,1-1-1-1,0-400,1-4,FALSE,0,0xFFFFFF,
Mg_FeCl3,0.6,Mg-FeCl3,MgCl2-Fe,3-2-3-2,0-400,1-4,FALSE,0,0xFFFFFF,
Mg_FeNO32,0.2,Mg-FeNO32,MgNO32-Fe,1-1-1-1,0-900,1-4,FALSE,0.1,0xFFFFFF,
Mg_FeNO33,0.6,Mg-FeNO33,MgNO32-Fe,3-2-3-2,0-400,1-4,FALSE,0,0xFFFFFF,
Mg_FeSO4,0.6,Mg-FeSO4,MgSO4-Fe,1-1-1-1,0-400,1-4,FALSE,0,0xFFFFFF,
Mg_H2SO4,0.5,Mg-H2SO4,H2-MgSO4,1-1-1-1,0-200,1-4,FALSE,0.5,0xFFFFFF,
Mg_H2O,0.3,Mg-H2O,MgOH2-H2,1-2-1-1,30-9999,1.5-2.5,BURN3,10,0xFFFFFF,
Mg_HCl,0.3,Mg-HCl,MgCl2-H2,2-1-1-1,0-100,1-4,FALSE,0.01,0xFFFFFF,
Mg_HNO3,0.1,Mg-HNO3,MgNO32-NO2-H2O,4-1-1-2-2,10-4000,1-4,FALSE,0.033,0xFFFFFF,
Mg_O2,1,Mg-O2,MgO,2-1-2,200-900,1.5-3,BURN3,8,0xFFFFFF,
Mg_ZnCl2,0.6,Mg-ZnCl2,MgCl2-Zn,1-1-1-1,0-400,1-4,FALSE,0,0xFFFFFF,
MgCl2_NaOH,0.3,MgCl2-NaOH,NaCl-MgOH2,1-2-2-1,0-100,4-4,FALSE,0,0xFFFFFF,
MgNO32,0.2,MgNO32,MgO-NO2-O2,2-2-4-1,330-1000,2,FALSE,0.001,0xFFFFFF,
MgNO32_NaOH,0.2,MgNO32-NaOH,MgOH2-NaNO3,1-2-1-2,0-1000,4-4,FALSE,0.001,0xFFFFFF,
MgO_H2SO4,0.2,MgO-H2SO4,MgSO4-H2O,1-1-1-1,0-1000,1-4,FALSE,0,0xFFFFFF,
MgO_HNO3,0.2,MgO-HNO3,MgNO32-H2O,2-1-1-1,0-1000,1-4,FALSE,0.001,0xFFFFFF,
MgOH2,0.2,MgOH2,MgO-H2O,1-1-1,332-1000,1.5,FALSE,0.001,0xFFFFFF,
MgOH2_H2SO4,0.2,MgOH2-H2SO4,MgSO4-H2O,1-1-1-2,0-1000,1-4,FALSE,0,0xFFFFFF,
MgOH2_HNO3,0.2,MgOH2-HNO3,MgNO32-H2O,2-1-1-2,0-1000,1-4,FALSE,0,0xFFFFFF,
Mn_HNO3,0.1,Mn-HNO3,MnNO32-NO2-H2O,8-3-3-2-4,10-4000,1.5-4,FALSE,0.002,0xFFFFFF,
MnO2_HCl,0.2,MnO2-HCl,H2O-Cl2-MnCl2,1-4-2-1-1,0-150,1-4,FALSE,0.01,0xFFFFFF,
Na_Cl2,0.3,Na-Cl2,NaCl,1-2-2,10-900,1.5-3,BURN3,5,0xFFFF9C,
Na_H2O,0.3,Na-H2O,NaOH-H2,2-2-2-1,0-900,1.5-2,BURN3,5,0xFFFF8B,
Na_O2,0.2,Na-O2,Na2O2,1-2-1,55-1990,1.5-3,BURN3,5,0xF7FC45,
NaOH_SO2,0.2,NaOH-SO2,Na2SO3-H2O,2-1-1-1,0-1999,4-4,FALSE,0,0xFFFFFF,
HCl_Na2SO3,0.1,HCl-Na2SO3,NaCl-SO2-H2O,2-1-2-1-1,0-1999,4-4,FALSE,0,0xFFFFFF,
H2SO4_Na2SO3,0.1,H2SO4-Na2SO3,Na2SO4-SO2-H2O,1-1-1-1-1,0-1999,4-4,FALSE,0,0xFFFFFF,
HNO3_Na2SO3,0.1,HNO3-Na2SO3,NaNO3-SO2-H2O,2-1-2-1-1,0-1999,4-4,FALSE,0,0xFFFFFF,
Na2CO3_SO2,0.1,Na2CO3-SO2,Na2SO3-CO2,1-1-1-1,0-1999,4-4,FALSE,0,0xFFFFFF,
Na2O_H2O,1,Na2O-H2O,NaOH,1-1-2,-100-999,1-2,FALSE,0,0xFFFFFF,
NaCl_H2SO4,0.2,NaCl-H2SO4,HCl-NaHSO4,1-1-1-1,20-200,1-4,FALSE,0.03,0xFFFFFF,
NaHCO3,0.05,NaHCO3,Na2CO3-H2O-CO2,2-1-1-1,40-999,1,FALSE,0,0xFFFFFF,
NaHCO3_NaOH,0.8,NaHCO3-NaOH,Na2CO3-H2O,1-1-1-1,0-200,4-4,FALSE,0,0xFFFFFF,
NH3_O2,0.5,NH3-O2,N2-H2O,4-3-2-6,Ignite,3-3,EXPLODE2,-0.01,0xEED528,
NH3_O3,0.1,NH3-O3,NH4NO3-O2-H2O,2-4-1-4-1,-100-999,3-3,FALSE,0,0xFFFFFF,
NH4Cl_Na2CO3,0.1,NH4Cl-Na2CO3,NaCl-CO2-H2O-NH3,1-1-2-1-1-2,80-9999,4-4,FALSE,0,0xFFFFFF,
NH4Cl_NaOH,1,NH4Cl-NaOH,NH3-NaCl-H2O,1-1-1-1-1,0-9999,4-4,FALSE,0,0xFFFFFF,
NH4NO3,0.4,NH4NO3,N2O-H2O,1-1-2,150-999,1,FALSE,0,0xFFFFFF,
NH4NO3_NaOH,0.2,NH4NO3-NaOH,NH3-H2O-NaNO3,1-1-1-1-1,0-9999,4-4,FALSE,0,0xFFFFFF,
NO_O2,0.00085,NO-O2,NO2,2-1-2,5-4000,3-3,FALSE,-0.00114,0xFFFFFF,
NO_O3,0.1,NO-O3,NO2-O2,1-1-1-1,-100-999,3-3,FALSE,0,0xFFFFFF,
P_O2,0.1,P-O2,P2O5,4-5-2,10-900,1.5-3,BURN3,6,0xFFFF00,
P2O5_H2O,0.1,P2O5-H2O,H3PO4,1-3-2,0-900,1-2,FALSE,1,0xFFFF00,
Pb_Cl2,1.1,Pb-Cl2,PbCl2,1-1-1,40-800,1-3,FALSE,0,0xFFFFFF,
Pb_F2,1.4,Pb-F2,PbF2,1-1-1,0-800,1-3,FALSE,0,0xFFFFFF,
Pb_H2SO4,0.9,Pb-H2SO4,PbSO4-H2,1-1-1-1,0-800,1-4,FALSE,0,0xFFFFFF,
Pb_HCl,1.1,Pb-HCl,PbCl2-H2,2-1-1-1,0-800,1-4,FALSE,0,0xFFFFFF,
Pb_HNO3,1,Pb-HNO3,PbNO32-NO-H2O,8-3-3-2-4,0-800,1-4,FALSE,0,0xFFFFFF,
Pb_O2,1.8,Pb-O2,PbO,1-2-2,600-800,1-3,FALSE,0,0xFFFFFF,
PbO_H2SO4,1.2,PbO-H2SO4,PbSO4-H2O,1-1-1-1,0-800,1-4,FALSE,0,0xFFFFFF,
PbO_HCl,1.1,PbO-HCl,PbCl2-H2O,2-1-1-1,0-800,1-4,FALSE,0,0xFFFFFF,
PbO2_H2SO4,1,PbO2-H2SO4,PbSO4-H2O-O2,2-2-2-2-1,0-800,1-4,FALSE,0,0xFFFFFF,
PbO2_HCl,1,PbO2-HCl,PbCl2-H2O-Cl2,2-1-1-2-1,0-800,1-4,FALSE,0,0xFFFFFF,
PbO2_HNO3,1,PbO2-HNO3,PbNO32-H2O-O2,4-2-2-2-1,0-800,1-4,FALSE,0,0xFFFFFF,
S_HNO3,0.1,S-HNO3,H2SO4-NO2-H2O,6-1-1-6-2,2-4000,1.5-4,FALSE,0.043,0xFFFFFF,
S_O2,0.1,S-O2,SO2,1-1-1,80-900,1.5-3,BURN3,7.0,0xA1C1DE,
S_Zn,0.8,S-Zn,ZnS,1-1-1,100-9900,1.5-1.5,BURN3,4,0xFFFC00,
Zn_AgNO3,0.6,Zn-AgNO3,ZnNO32-Ag,1-2-1-2,0-400,1-4,FALSE,0,0xFFFFFF,
Zn_CuCl2,0.6,Zn-CuCl2,ZnCl2-Cu,1-1-1-1,0-400,1-4,FALSE,0,0xFFFFFF,
Zn_CuNO32,0.6,Zn-CuNO32,ZnNO32-Cu,1-1-1-1,0-400,1-4,FALSE,0,0xFFFFFF,
Zn_CuSO4,0.6,Zn-CuSO4,ZnSO4-Cu,1-1-1-1,0-400,1-4,FALSE,0,0xFFFFFF,
Zn_FeCl2,0.6,Zn-FeCl2,ZnCl2-Fe,1-1-1-1,0-400,1-4,FALSE,0,0xFFFFFF,
Zn_FeCl3,0.6,Zn-FeCl3,ZnCl2-Fe,3-2-3-2,0-400,1-4,FALSE,0,0xFFFFFF,
Zn_FeNO33,0.2,Zn-FeNO33,ZnNO32-Fe,2-3-3-2,0-900,1-4,FALSE,0.1,0xFFFFFF,
Zn_FeSO4,0.6,Zn-FeSO4,ZnSO4-Fe,1-1-1-1,0-400,1-4,FALSE,0,0xFFFFFF,
Zn_H2SO4,0.2,Zn-H2SO4,H2-ZnSO4,1-1-1-1,0-200,1-4,FALSE,0.2,0xFFFFFF,
Zn_HCl,0.8,Zn-HCl,ZnCl2-H2,2-1-1-1,0-900,1-4,FALSE,0,0xFFFFFF,
Zn_HNO3,0.1,Zn-HNO3,ZnNO32-NO2-H2O,4-1-1-2-2,10-4000,1-4,FALSE,0.033,0xFFFFFF,
Zn_PbNO32,0.6,Zn-PbNO32,ZnNO32-Pb,1-1-1-1,0-400,1-4,FALSE,0,0xFFFFFF,
NaOH_H2SO4,0.8,NaOH-H2SO4,Na2SO4-H2O,2-1-1-2,20-150,1-2,FALSE,0,0xFFFFFF,
NaOH_HNO3,0.9,NaOH-HNO3,NaNO3-H2O,1-1-1-2,20-100,1-2,FALSE,0,0xFFFFFF,
KOH_HCl,1.0,KOH-HCl,KCl-H2O,1-1-1-2,20-100,1-2,FALSE,0,0xFFFFFF,
KOH_H2SO4,0.8,KOH-H2SO4,K2SO4-H2O,2-1-1-2,20-150,1-2,FALSE,0,0xFFFFFF,
CaO_HCl,0.9,CaO-HCl,CaCl2-H2O,1-2-1-1,20-100,1-2,FALSE,0,0xFFFFFF,
Ca(OH)2_HCl,1.0,Ca(OH)2-HCl,CaCl2-H2O,1-2-2-1,20-100,1-2,FALSE,0,0xFFFFFF,
Na2CO3_HCl,0.7,Na2CO3-HCl,NaCl-H2O-CO2,1-2-2-1-1,20-80,1-2,FALSE,0,0xFFFFFF,
NaHCO3_HCl,0.9,NaHCO3-HCl,NaCl-H2O-CO2,1-1-1-1-1,20-60,1-2,FALSE,0,0xFFFFFF,
Ag_HNO3_cold,0.2,Ag-HNO3,AgNO3-NO-H2O,1-4-2-1-2,0-20,1-2,FALSE,0,0xFFFFFF,
Ag_HNO3_hot,0.6,Ag-HNO3,AgNO3-NO2-H2O,1-2-1-1-2,80-100,1-2,FALSE,0,0xFF6600,
Mg燃烧,1.0,Mg-O2,MgO,2-1-2,500-1000,1-2,BURN3,15,0xFFFFFF,
Fe_S,0.4,Fe-S,FeS,1-1-1,200-500,1-2,FALSE,0,0x333333,
Zn_O2,0.3,Zn-O2,ZnO,2-1-2,400-600,1-2,FALSE,0,0xFFFFFF,
Na_NH3,0.2,Na-NH3,NaNH2-H2,1-2-1-1,300-400,1-2,FALSE,0,0xFFFFFF,
CuO_H2,0.4,CuO-H2,Cu-H2O,1-1-1-1,200-400,1-2,FALSE,0,0xFFFFFF,
ZnO_H2,0.3,ZnO-H2,Zn-H2O,1-1-1-1,400-600,1-2,FALSE,0,0xFFFFFF,
NaCl_AgNO3,0.9,NaCl-AgNO3,AgCl-NaNO3,1-1-1-1,20-60,1-2,FALSE,0,0xFFFFFF,
NaI_AgNO3,1.0,NaI-AgNO3,AgI-NaNO3,1-1-1-1,20-60,1-2,FALSE,0,0xFFFF00,
NaBr_AgNO3,0.9,NaBr-AgNO3,AgBr-NaNO3,1-1-1-1,20-60,1-2,FALSE,0,0xFFFF33,
NH3_HCl,1.0,NH3-HCl,NH4Cl,1-1-1,20-60,1-2,FALSE,0,0xFFFFFF,
NH3_H2SO4,0.9,NH3-H2SO4,(NH4)2SO4,2-1-1,20-60,1-2,FALSE,0,0xFFFFFF,
Na2CO3_CaCl2,0.8,Na2CO3-CaCl2,CaCO3-NaCl,1-1-1-2,20-80,1-2,FALSE,0,0xFFFFFF,
KNO3_C,1.0,KNO3-C,K2CO3-N2-CO2,2-3-1-1-2,200-400,1-2,BURN3,15,0xFF6600,
NH4NO3加热,0.7,NH4NO3,N2O-H2O,1-1-1,170-240,1-2,FALSE,0,0xFFFFFF,
KClO3加热,0.8,KClO3,KCl-O2,2-1-3,200-400,1-2,BURN3,12,0xFFFFFF,
H2O2分解,0.6,H2O2,H2O-O2,2-1-1,20-100,1-2,FALSE,0,0xFFFFFF,
Ni_HCl,0.6,Ni-HCl,NiCl2-H2,1-2-1-1,20-100,1-2,FALSE,0,0xFFFFFF,
Ni_H2SO4,0.5,Ni-H2SO4,NiSO4-H2,1-1-1-1,20-80,1-2,FALSE,0,0xFFFFFF,
Co_HCl,0.6,Co-HCl,CoCl2-H2,1-2-1-1,20-100,1-2,FALSE,0,0xFF6666,
Mn_HCl,0.8,Mn-HCl,MnCl2-H2,1-2-1-1,20-100,1-2,FALSE,0,0xFFFFFF,
Cr_HCl,0.5,Cr-HCl,CrCl2-H2,1-2-1-1,20-80,1-2,FALSE,0,0xFFFFFF,
Sn_HCl,0.7,Sn-HCl,SnCl2-H2,1-2-1-1,20-100,1-2,FALSE,0,0xFFFFFF,
Ti_HCl,0.2,Ti-HCl,TiCl2-H2,1-2-1-1,50-150,1-2,FALSE,0,0xFFFFFF,
Si_HF,0.4,Si-HF,SiF4-H2,1-4-1-2,20-100,1-2,FALSE,0,0xFFFFFF,
B_HNO3,0.3,B-HNO3,H3BO3-NO2,1-3-1-1-2,20-80,1-2,FALSE,0,0xFFFFFF,
KMnO4_H2O2,1.0,KMnO4-H2O2,MnO2-KOH-O2-H2O,2-5-1-2-4-5,20-60,1-2,BUBBLE,8,0x800080,
KMnO4_HCl,0.8,KMnO4-HCl,KCl-MnCl2-Cl2-H2O,2-16-2-5-8,20-80,1-2,FALSE,0,0xFF00FF,
Na2S2O3_I2,1.0,Na2S2O3-I2,Na2S4O6-NaI,2-1-1-2,20-40,1-2,FALSE,0,0xFFFFFF,
BaCl2_SO4,1.0,BaCl2-SO4,BaSO4-HCl,1-1-1-1,20-60,1-2,FALSE,0,0xFFFFFF,
Pb_Acetate_K2CrO4,1.0,PbAcetate-K2CrO4,PbCrO4-CH3COOK,1-1-1-1,20-60,1-2,FALSE,0,0xFFFF00,
FeCl3_KSCN,1.0,FeCl3-KSCN,FeSCN-Cl-K,1-1-1-1,20-40,1-2,FALSE,0,0xFF0000,
Mg_Burn,1.0,Mg-O2,MgO,2-1-2,500-1000,1-2,BURN3,15,0xFFFFFF,
Na_Burn,1.0,Na-O2,Na2O2,2-1-1,200-500,1-2,BURN3,12,0xFFFF00,
K_Burn,1.0,K-O2,K2O,2-1-2,200-500,1-2,BURN3,14,0xFFFF00,
Ca_Burn,1.0,Ca-O2,CaO,2-1-2,500-800,1-2,BURN3,12,0xFFFFFF,
Zn_Burn,1.0,Zn-O2,ZnO,2-1-2,400-600,1-2,FALSE,0,0xFFFFFF,
Fe_Burn,1.0,Fe-O2,Fe2O3,4-3-2,600-1000,1-2,BURN2,8,0xFF4500,
Cu_Burn,1.0,Cu-O2,CuO,2-1-2,600-900,1-2,FALSE,0,0x000000,
P_Burn_white,1.0,P-O2,P2O5,4-5-2,200-500,1-2,BURN3,12,0xFFFF00,
P_Burn_red,0.8,P-O2,P2O5,4-5-2,300-600,1-2,BURN3,10,0xFF6600,
S_Burn,0.8,S-O2,SO2,1-1-1,250-500,1-2,BURN2,8,0xFFFF00,
C_Burn,0.5,C-O2,CO2,1-1-1,400-800,1-2,BURN2,8,0xFF6600,
H2_Burn,1.0,H2-O2,H2O,2-1-2,20-500,1-2,BURN3,15,0x00FFFF,
NH3_Burn,0.8,NH3-O2,N2-H2O,4-3-2-6,600-900,1-2,BURN2,10,0xFFFF00,
Na_CO2,0.3,Na-CO2,Na2O-CO,2-1-1-1,300-600,1-2,BURN2,6,0xFFFFFF,
K_CO2,0.3,K-CO2,K2O-CO,2-1-1-1,300-600,1-2,BURN2,6,0xFFFFFF,
Ca_CO2,0.3,Ca-CO2,CaO-CO,2-1-1-1,600-1000,1-2,BURN2,6,0xFFFFFF,
Fe_CO2,0.2,Fe-CO2,FeO-CO,1-1-1-1,600-1000,1-2,FALSE,0,0xFFFFFF,
Zn_CO2,0.2,Zn-CO2,ZnO-CO,2-1-1-1,500-900,1-2,FALSE,0,0xFFFFFF,
NH4NO3_heat,0.7,NH4NO3,N2O-H2O,1-1-1,170-240,1-2,FALSE,0,0xFFFFFF,
KClO3_heat,0.8,KClO3,KCl-O2,2-1-3,200-400,1-2,BURN3,12,0xFFFFFF,
H2O2_heat,0.6,H2O2,H2O-O2,2-1-1,50-100,1-2,FALSE,0,0xFFFFFF,
NaN3_heat,1.0,NaN3,Na-N2,2-1-3,250-350,1-2,BURN3,15,0xFFFFFF,
Ag2O_heat,0.5,Ag2O,Ag-O2,2-1-2-1,160-250,1-2,FALSE,0,0xFFFFFF,
HgO_heat,0.4,HgO,Hg-O2,2-1-2-1,350-500,1-2,FALSE,0,0xFFFFFF,
CaCO3_heat,0.3,CaCO3,CaO-CO2,1-1-1,750-950,1-2,FALSE,0,0xFFFFFF,
MgCO3_heat,0.4,MgCO3,MgO-CO2,1-1-1,350-650,1-2,FALSE,0,0xFFFFFF,
ZnCO3_heat,0.4,ZnCO3,ZnO-CO2,1-1-1,300-600,1-2,FALSE,0,0xFFFFFF,
CuCO3_heat,0.4,CuCO3,CuO-CO2,1-1-1,200-500,1-2,FALSE,0,0xFFFFFF,
FeCO3_heat,0.4,FeCO3,FeO-CO2,1-1-1,300-600,1-2,FALSE,0,0x8B4513,
PbCO3_heat,0.4,PbCO3,PbO-CO2,1-1-1,300-600,1-2,FALSE,0,0xFFFFFF,
Zn_NaOH,0.6,Zn-NaOH,Na2ZnO2-H2,1-2-1-1,50-100,1-2,FALSE,0,0xFFFFFF,
Si_NaOH,0.5,Si-NaOH,Na2SiO3-H2,1-2-1-2,50-100,1-2,FALSE,0,0xFFFFFF,
Cu_H2SO4_cold,0.2,Cu-H2SO4,CuSO4-SO2-H2O,1-2-1-1-2,20-40,1-2,FALSE,0,0xFFFFFF,
Cu_H2SO4_hot,0.6,Cu-H2SO4,CuSO4-SO2-H2O,1-2-1-1-2,80-100,1-2,FALSE,0,0x00FF00,
Na_K_alloy,1.0,Na-K,NaOH-KOH,1-1-1,20-100,1-2,EXPLODE3,20,0xFF6D00,
Mg_S,1.0,Mg-S,MgS,1-1-1,400-600,1-2,BURN3,15,0xFFFFFF,
Na_Na2O2,1.0,Na-Na2O2,Na2O,2-1-2,200-400,1-2,BURN3,18,0xFFFF00,
K_Na2O2,1.0,K-Na2O2,Na2O-K2O,2-1-1-2,200-400,1-2,BURN3,18,0xFFFF00,
Mg_MgO2,1.0,Mg-MgO2,MgO,2-1-2,300-500,1-2,BURN2,10,0xFFFFFF,
Ca_CaO2,1.0,Ca-CaO2,CaO,2-1-2,300-500,1-2,BURN2,10,0xFFFFFF,
H2_O2_spark,1.0,H2-O2,H2O,2-1-2,500-1000,1-2,EXPLODE3,25,0x00FFFF,
Na_H2O_explode,1.0,Na-H2O,NaOH-H2,1-2-1-1,20-80,1-2,EXPLODE2,20,0xFFFFFF,
K_H2O_explode,1.0,K-H2O,KOH-H2,1-2-1-1,20-60,1-2,EXPLODE3,25,0xFF0000,
Mg_H2O_hot,0.5,Mg-H2O,MgO-H2,1-1-1-1,80-100,1-2,BUBBLE,6,0xFFFFFF,
Zn_H2O_hot,0.3,Zn-H2O,ZnO-H2,1-1-1-1,90-100,1-2,BUBBLE,4,0xFFFFFF,
Fe_H2O_steam,0.2,Fe-H2O,Fe3O4-H2,3-4-1-4,500-800,1-2,BURN1,5,0x4A4A4A,
NH4Cl_heat,0.4,NH4Cl,NH3-HCl,1-1-1,300-400,1-2,BUBBLE,6,0xFFFFFF,
Cu_Cl2_heat,0.3,Cu-Cl2,CuCl2,1-1-1,400-600,1-2,FALSE,0,0x26C6DA,
Au_Cl2,0.1,Au-Cl2,AuCl3,2-3-2,400-600,1-2,FALSE,0,0xFFD700,
Pt_Cl2,0.2,Pt-Cl2,PtCl4,1-2-1,400-600,1-2,FALSE,0,0xFF8A65,
Pd_Cl2,0.2,Pd-Cl2,PdCl2,1-1-1,400-600,1-2,FALSE,0,0xC0C0C0,
Ni_Cl2,0.5,Ni-Cl2,NiCl2,1-1-1,300-500,1-2,FALSE,0,0x4CAF50,
Co_Cl2,0.5,Co-Cl2,CoCl2,1-1-1,300-500,1-2,FALSE,0,0xE91E63,
Mn_Cl2,0.5,Mn-Cl2,MnCl2,1-1-1,300-500,1-2,FALSE,0,0x9D9D9D,
Cr_Cl3,0.4,Cr-Cl3,CrCl3,1-2-1,400-600,1-2,FALSE,0,0x8A9A9A,
Sn_Cl2,0.6,Sn-Cl2,SnCl2,1-1-1,300-500,1-2,FALSE,0,0xC0C0C0,
Ti_Cl4,0.3,Ti-Cl4,TiCl4,1-2-1,400-600,1-2,FALSE,0,0xFFFFFF,
Si_Cl4,0.3,Si-Cl4,SiCl4,1-2-1,400-600,1-2,FALSE,0,0xFFFFFF,
B_Cl3,0.3,B-Cl3,BCl3,1-2-1,400-600,1-2,FALSE,0,0xFFFFFF,
N2_O2,0.1,N2-O2,NO,1-1-2,2000-3000,1-2,BURN1,8,0xFF6600,
N2_H2,0.1,N2-H2,NH3,1-3-2,400-600,1-2,FALSE,0,0xFFFFFF,
