Name,Type,Tag,Access,AName,FName,HTMLName,DS1,DS2,DS3,MM,Solu,MP,BP,HC,Col1,Alp1,Col2,Alp2,Col3,Alp3,Col4,Alp4,Unk1,Unk2,NameJP,NameZH,NameTW,NameKR,pH1,pH2,pH3,pH4,pH5,Ptn1,BaseState
MgNO32,Solid,0,1,Magnesium nitrate,MgNO32,Mg(NO3)2,2.3,1.46,0.001,148.3,125,129,330,440.49,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,硝酸マグネシウム,硝酸镁,硝酸鎂,질산 마그네슘,0,0,1.800000000000000000E-17,0,0,1,1
MgO,Solid,0,1,Magnesium oxide,MgO,MgO,3.58,0.927,0.001,40.3,0,850,1091,1023.41,0x4C4E49,1,0x6A6D66,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,酸化マグネシウム,氧化镁,氧化鎂,산화 마그네슘,0,0,0,0,0,2,1
MgOH2,Solid,0,1,Magnesium hydroxide,MgOH2,Mg(OH)2,2.34,1,0.001,58.32,0,350,99999,1000,0xF0F0F0,1,0xF0F0F0,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,水酸化マグネシウム,氢氧化镁,氫氧化鎂,수산화 마그네슘,0,2,0,0,0,1,1
MgSO4,Solid,0,1,Magnesium sulfate,MgSO4,MgSO4,2.66,1,0.001,120.4,255,1124,99999,389.57,0xECEDEF,1,0xECEDEF,0.9,0xFFFFFF,0,0xECEDEF,0,0.5,0.15,硫酸マグネシウム,硫酸镁,硫酸鎂,황산 마그네슘,0,0,1.800000000000000000E-17,0,0,1,1
Mn,Solid,0,1,Manganese,Mn,Mn,7.21,5.95,0.001,54.94,0,1246,2061,429,0xCAC6C3,1,0xCAC6C3,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,マンガン,锰,錳,망간,0,0,0,0,0,2,1
MnCl2,Solid,0,1,Manganese(II) chloride,MnCl2,MnCl2,2.98,1,0.001,125.8,600,654,1225,1581.6,0xFDC4D3,1,0xFDC4D3,0.9,0xFFFFFF,0,0xFDC4D3,0.3,0.5,0.15,塩化マンガン（II）,氯化锰,氯化錳,염화 망간,0,0,5.30000000000000000E-16,0,0,1,1
MnNO32,Solid,0,1,Manganese(II) nitrate,MnNO32,Mn(NO3)2,1.536,1,0.001,178.95,0,37,129,440.49,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,硝酸マンガン（II）,硝酸锰,硝酸錳,질산 망간,0,0,0,0,0,1,1
MnO2,Solid,0,1,Manganese dioxide,MnO2,MnO2,5.026,1,0.001,86.93,0,535,99999,3581.6,0x000000,1,0x000000,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,二酸化マンガン,二氧化锰,二氧化錳,이산화 망간,0,0,0,0,0,2,1
MnSO4,Solid,0,1,Manganese(II) sulfate,MnSO2,MnSO2,3.250,1,0.001,151.00,70,710,850,900.0,0x000000,1,0x000000,0.9,0xFFFFFF,0,0xE3B5B5,0,0.5,0.15,二酸化マンガン,二氧化锰,二氧化錳,이산화 망간,0,0,0,0,0,2,1
Na,Solid,0,1,Sodium,Na,Na,0.968,0.927,0.001,22.99,0,97.72,883,1227.39,0xB8BAB5,1,0xB8BAB5,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,ナトリウム,钠,鈉,나트륨,0,0,0,0,0,2,1
Na2CO3,Solid,0,1,Sodium carbonate,Na2CO3,Na2CO3,2.54,1,0.001,106,350,851,1633,683,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,炭酸ナトリウム,纯碱,純鹼,탄산나트륨,0,0,1.80000E-04,0,0,1,1
Na2O,Solid,0,1,Sodium oxide,Na2O,Na2O,2.27,1,0.001,61.98,0,1132,1950,900,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,酸化ナトリウム,氧化钠,氧化鈉,산화 나트륨,0,0,0,0,0,2,1
Na2O2,Solid,0,1,Sodium peroxide,Na2O2,Na2O2,2.805,1.03,0.001,77.98,0,460,657,1000,0xF4F8AC,1,0xF4F8AC,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,過酸化ナトリウム,过氧化钠,過氧化鈉,과산화 나트륨,0,0,0,0,0,2,1
Na2SO3,Solid,0,1,Sodium sulfite,Na2SO3,Na2SO3,2.633,1,0.001,126.04,27,500,999999,389.57,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,硫酸ナトリウム,硫酸钠,硫酸鈉,황산 나트륨,0,0,0,0,0,1,1
Na2SO4,Solid,0,1,Sodium sulfate,Na2SO4,Na2SO4,2.664,1,0.001,142,90,884,1429,389.57,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,硫酸ナトリウム,硫酸钠,硫酸鈉,황산 나트륨,0,0,0,0,0,1,1
NaAlO2,Solid,0,1,Sodium aluminate,NaAlO2,NaAlO2,1.5,1.1,0.001,81.97,22,1650,99999,1023.41,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,アルミン酸ナトリウム,铝酸钠,鋁酸鈉,알루 민산 나트륨,0,0,0,0,4.6000E-03,1,1
NaCl,Solid,0,1,Sodium chloride,NaCl,NaCl,2.165,1.097,0.0698,58.44,35.9,801,1413,36.79,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,塩化ナトリウム,氯化钠,氯化鈉,염화나트륨,0,0,0,0,0,1,1
NaBr,Solid,0,1,Sodium bromide,NaBr,NaBr,3.210,1.097,0.0698,102.89,94.3,747,1390,800.00,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,塩化ナトリウム,氯化钠,氯化鈉,염화나트륨,0,0,0,0,0,1,1
NaHCO3,Solid,0,1,Sodium bicarbonate,NaHCO3,NaHCO3,2.2,2,0.001,84,9,999999,9999999,700,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,重炭酸ナトリウム,碳酸氢钠,碳酸氫鈉,탄산수소 나트륨,0,0,0,0,0,1,1
NaHSO4,Solid,0,1,Sodium bisulfate,NaHSO4,NaHSO4,2.742,1,0.001,120.1,75,215,315,1000,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,重硫酸ナトリウム,硫酸氢钠,硫酸氫鈉,황산수소 나트륨,0,0,0,1,0,1,1
NaNO3,Solid,0,1,Sodium nitrate,NaNO3,NaNO3,2.257,1.896,0.001,85,91.2,308,380,440.49,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,硝酸ナトリウム,硝酸钠,硝酸鈉,질산 나트륨,0,0,0,0,0,1,1
NaOH,Solid,0,1,Sodium hydroxide,NaOH,NaOH,1.03,1,0.001,40,111000,318,1388,1000,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,水酸化ナトリウム,氢氧化钠,氫氧化鈉,수산화 나트륨,0,1,0,0,0,1,1
NH42SO4,Solid,0,1,Ammonium sulfate,NH42SO4,(NH4)2SO4,1.769,1,0.001,132.14,74.4,235,999999,1200,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,硫酸アンモニウム,硫酸铵,硫酸銨,황산 암모늄,0,0,0,0,0,1,1
NH42CO3,Solid,0,1,Ammonium carbonate,NH42CO3,(NH4)2CO3,1.500,1,0.001,96.09,99999.0,58,999999,999,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,硫酸アンモニウム,硫酸铵,硫酸銨,황산 암모늄,0,0,0,0,0,1,1
NH4Cl,Solid,0,1,Ammonium chloride,NH4Cl,NH4Cl,1.53,1,0.001,17.03,37.2,338,520,1700,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,塩化アンモニウム,氯化铵,氯化銨,염화 암모늄,0,0,0,0,0,1,1
NH4NO3,Solid,0,1,Ammonium nitrate,NH4NO3,NH4NO3,1.725,1,0.001,80.05,150,169.6,210,1200,0xE1E8EE,1,0xE1E8EE,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,硝酸アンモニウム,硝酸铵,硝酸銨,질산 암모늄,-50,0,0,0,0,1,1
Ni,Solid,0,1,Nickel,Ni,Ni,8.900,7.81,0.001,58.69,0,1455.0,2730,448,0x626262,1,0x626262,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,ニッケル,镍,鎳,니켈,0,0,0,0,0,2,1
NI3,Solid,0,1,Nitrogen triiodide,NI3,NI3,1.5,1,0.001,394.72,0,200,999999,440,0x571721,1,0x571721,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,三ヨウ化窒素,三碘化氮,三碘化氮,요오드화 질소,0,0,0,0,0,1,1
P,Solid,0,1,Phosphorus,P,P,1.823,1.8,0.001,30.97,0,44.2,280,769.3,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,リン,磷,磷,인,0,0,0,0,0,1,1
P2O5,Solid,0,1,Phosphorus pentoxide,P2O5,P2O5,2.39,2.2,0.001,142,0,340,360,900,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,五酸化リン,五氧化二磷,五氧化二磷,오산화인,0,0,0,0,0,1,1
Pb,Solid,0,1,Lead,Pb,Pb,11.34,10.66,0.001,207.2,0,327.46,1749,128,0x575759,1,0x89898C,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,鉛,铅,鉛,납,0,0,0,0,0,2,1
PbCl2,Solid,0,1,Lead chloride,PbCl2,PbCl2,5.85,5.45,0.001,278.1,0.45,501,950,950,0xFFFFFF,1,0xFFFFFF,0.8,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,塩化鉛,氯化铅,氯化鉛,염화 납,0,0,0,0,0,1,1
PbF2,Solid,0,0,Lead fluoride,PbF2,PbF2,7.75,1,0.001,245.2,0.064,824,1293,950,0xFFFFFF,1,0xFFFFFF,0.8,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,フッ化鉛,氟化铅,氟化鉛,플루오르화 납,0,0,0,0,0,1,1
PbI2,Solid,0,0,Lead iodide,PbI2,PbI2,6.16,1,0.001,461.01,0,402,872,700,0xFED710,1,0xFED710,0.8,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,ヨウ化鉛,碘化铅,碘化鉛,요오드화 납,0,0,0,0,0,1,1
PbNO32,Solid,0,1,Lead nitrate,PbNO32,Pb(NO3)2,4.53,1,0.001,331.2,52,270,999999,950,0xFFFFFF,1,0xFFFFFF,0.8,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,硝酸鉛,硝酸铅,硝酸鉛,질산 납,0,0,0,0,0,1,1
PbO,Solid,0,1,Lead oxide,PbO,PbO,11.34,10.66,0.001,223.2,0,888,1477,1050,0xEEDBA2,1,0xEEDBA2,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,一酸化鉛,氧化铅,氧化鉛,산화 납,0,0,0,0,0,2,1
PbO2,Solid,0,1,Lead dioxide,PbO2,PbO2,9.38,1,0.001,239.2,0,290,999999,950,0x000000,1,0x000000,0.8,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,二酸化鉛,二氧化铅,二氧化鉛,이산화 납,0,0,0,0,0,2,1
PbSO4,Solid,0,1,Lead sulfate,PbSO4,PbSO4,6.29,1,0.001,303.3,0,1087,999999,950,0xFFFFFF,1,0xFFFFFF,0.8,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,硫酸鉛,硫酸铅,硫酸鉛,황산 납,0,0,0,0,0,1,1
Pt,Solid,0,1,Platinum,Pt,Pt,21.45,19.77,0.001,195.08,0,1768.3,3825,500,0xE3E5DD,1.5,0xE3E5DD,0.8,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,白金,铂金,鉑金,백금,0,0,0,0,0,2,1
S,Solid,0,1,Sulfur,S,S,1.96,1.819,0.001,32.07,0,115.2,444.6,340,0xF0EA94,1,0xF0EA94,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,硫黄,硫,硫,황,0,0,0,0,0,1,1
Si,Solid,0,1,Silicon,Si,Si,2.33,1,0.001,28,0,1410,2355,4120,0xFFFFFF,0.7,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,ケイ素,硅,矽,규소,0,0,0,0,0,1,1
Zn,Solid,0,1,Zinc,Zn,Zn,7.14,1,0.001,65.38,0,419.53,907,389.57,0xECEDEF,1,0xECEDEF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,亜鉛,锌,鋅,아연,0,0,0,0,0,2,1
ZnCl2,Solid,0,1,Zinc chloride,ZnCl2,ZnCl2,2.907,1,0.001,136.3,430,292,756,389.57,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,塩化亜鉛,氯化锌,氯化鋅,염화 아연,0,0,3.3000000000000E-12,0,0,1,1
ZnNO32,Solid,0,1,Zinc nitrate,ZnNO32,Zn(NO3)2,2.065,2.065,0.001,189.36,184,110,125,440.49,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,硝酸亜鉛,硝酸锌,硝酸鋅,질산 아연,0,0,3.3000000000000E-12,0,0,1,1
ZnO2,Solid,0,1,Zinc peroxide,ZnO2,ZnO2,1.57,1.57,0.001,97.41,0,212,999999,947.3,0xFFEDBC,1,0xFFEDBC,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,過酸化亜鉛,过氧化锌,過氧化鋅,과산화 아연,0,0,0,0,0,2,1
ZnS,Solid,0,0,Zinc sulfide,ZnS,ZnS,4.09,1,0.001,97.47,0,1085,999999,389.57,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,硫化亜鉛,硫化锌,硫化鋅,황화 아연,0,0,0,0,0,1,1
ZnSO4,Solid,0,1,Zinc sulfate,ZnSO4,ZnSO4,3.54,1,0.001,161.5,40,100,280,389.57,0xECEDEF,1,0xECEDEF,0.9,0xFFFFFF,0,0xECEDEF,0,0.5,0.15,硫酸亜鉛,硫酸锌,硫酸鋅,황산 아연,0,0,0,0,0,1,1
NaHCO3,Solid,0,1,Sodium bicarbonate,NaHCO3,NaHCO3,2.2,1,0.001,84.01,100,-300,-200,235,0xE0E0E0,1,0xE0E0E0,1,0xE0E0E0,1,0xE0E0E0,1,0.5,0.15,重曹,碳酸氢钠,碳酸氫鈉,중조,0,0,0,0,0,1,1
CaCO3,Solid,0,1,Calcium carbonate,CaCO3,CaCO3,2.71,1,0.001,100.09,0,825,99999,235,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,石灰石,石灰石,石灰石,탄산칼슘,0,0,0,0,0,1,1
CaO,Solid,0,1,Calcium oxide,CaO,CaO,3.34,1,0.001,56.08,0,2572,2850,235,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,生石灰,生石灰,生石灰,생석회,0,0,0,0,0,1,1
Ca(OH)2,Inorganic,Solid,1,Ca(OH)2,Ca(OH)2,Ca(OH)2,2.24,1,0.001,74.09,100,-300,-200,235,0xE0E0E0,0.6,0xE0E0E0,0.6,0xE0E0E0,0.6,0xE0E0E0,0.6,0.5,0.15,消石灰,熟石灰,熟石灰,수산화칼슘,0,0,0,0,0,1,1
NaOH,Solid,0,1,Sodium hydroxide,NaOH,NaOH,2.13,1,0.001,40,100,323,1388,235,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,水酸化钠,氢氧化钠,氫氧化鈉,수산화나트륨,0,0,0,0,0,1,1
KOH,Solid,0,1,Potassium hydroxide,KOH,KOH,2.12,1,0.001,56.11,100,360,1327,235,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,水酸化カリウム,氢氧化钾,氫氧化鉀,수산화칼륨,0,0,0,0,0,1,1
NH4Cl,Solid,0,1,Ammonium chloride,NH4Cl,NH4Cl,1.53,1,0.001,53.49,100,-300,-200,312,0xE0E0E0,1,0xE0E0E0,1,0xE0E0E0,1,0xE0E0E0,1,0.5,0.15,塩化アンモニウム,氯化铵,氯化銨,염화암모늄,0,0,0,0,0,1,1
Fe,Solid,0,1,Iron,Fe,Fe,7.87,1,0.001,55.85,0,1538,2861,235,0x4A4A4A,1,0x4A4A4A,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,鉄,铁,鐵,철,0,0,0,0,0,2,1
Fe2O3,Solid,0,1,Iron oxide,Fe2O3,Fe2O3,5.24,1,0.001,159.69,0,1565,99999,235,0x8B0000,1,0x8B0000,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,酸化鉄,氧化铁,氧化鐵,산화철,0,0,0,0,0,1,1
Fe3O4,Solid,0,1,Magnetite,Fe3O4,Fe3O4,5.17,1,0.001,231.53,0,1597,99999,235,0x000000,1,0x000000,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,磁铁矿,磁铁矿,磁鐵礦,자철석,0,0,0,0,0,1,1
Cu,Solid,0,1,Copper,Cu,Cu,8.96,1,0.001,63.55,0,1085,2562,235,0xB87333,1,0xB87333,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,銅,铜,銅,구리,0,0,0,0,0,2,1
CuO,Solid,0,1,Copper oxide,CuO,CuO,6.31,1,0.001,79.55,0,1326,99999,235,0x000000,1,0x000000,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,酸化銅,氧化铜,氧化銅,산화구리,0,0,0,0,0,1,1
CuSO4,Solid,0,1,Copper sulfate,CuSO4,CuSO4,2.28,1,0.001,159.6,100,110,99999,235,0x0000FF,1,0x0000FF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,硫酸銅,硫酸铜,硫酸銅,황산구리,0,0,0,0,1.000000E-06,1,1
Zn,Solid,0,1,Zinc,Zn,Zn,7.14,1,0.001,65.38,0,420,907,235,0x7D7D7D,1,0x7D7D7D,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,亜鉛,锌,鋅,아연,0,0,0,0,0,2,1
ZnO,Solid,0,1,Zinc oxide,ZnO,ZnO,5.61,1,0.001,81.38,0,1975,99999,235,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,酸化亜鋁,氧化锌,氧化鋅,아연화물,0,0,0,0,0,1,1
Mg,Solid,0,1,Magnesium,Mg,Mg,1.74,1,0.001,24.31,0,650,1090,235,0xC0C0C0,1,0xC0C0C0,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,マグネシウム,镁,鎂,마그네슘,0,0,0,0,0,2,1
MgO,Solid,0,1,Magnesium oxide,MgO,MgO,3.58,1,0.001,40.3,0,2852,3600,235,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,酸化マグネシウム,氧化镁,氧化鎂,산화마그네슘,0,0,0,0,0,1,1
Pb,Solid,0,1,Lead,Pb,Pb,11.34,1,0.001,207.2,0,327,1749,235,0x4A4A4A,1,0x4A4A4A,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,鉛,铅,鉛,납,0,0,0,0,0,2,1
Au,Solid,0,1,Gold,Au,Au,19.32,1,0.001,196.97,0,1064,2856,235,0xFFD700,1,0xFFD700,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,金,金,金,금,0,0,0,0,0,2,1
Ra,Solid,0,1,Radium,Ra,Ra,5.5,1,0.001,226,0,700,1737,235,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,ラジウム,镭,鐳,라듐,0,0,0,0,0,2,1
U,Solid,0,1,Uranium,U,U,18.95,1,0.001,238.03,0,1132,4131,235,0x4A4A4A,1,0x4A4A4A,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,ウラン,铀,鈾,우라늄,0,0,0,0,0,2,1
Th,Solid,0,1,Thorium,Th,Th,11.72,1,0.001,232.04,0,1750,4788,235,0xC0C0C0,1,0xC0C0C0,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,トリウム,钍,釷,토륨,0,0,0,0,0,2,1
Pt,Solid,0,1,Platinum,Pt,Pt,21.45,1,0.001,195.08,0,1768,3825,235,0xE5E4E2,1,0xE5E4E2,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,白金,铂,鉑,백금,0,0,0,0,0,2,1
Pd,Solid,0,1,Palladium,Pd,Pd,12.02,1,0.001,106.42,0,1555,2963,235,0xC0C0C0,1,0xC0C0C0,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,パラジウム,钯,鈀,팔라듐,0,0,0,0,0,2,1
Ni,Solid,0,1,Nickel,Ni,Ni,8.91,1,0.001,58.69,0,1455,2913,235,0xC0C0C0,1,0xC0C0C0,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,ニッケル,镍,鎳,니켈,0,0,0,0,0,2,1
Co,Solid,0,1,Cobalt,Co,Co,8.86,1,0.001,58.93,0,1495,2927,235,0x7D7D7D,1,0x7D7D7D,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,コバルト,钴,鈷,코발트,0,0,0,0,0,2,1
Mn,Solid,0,1,Manganese,Mn,Mn,7.21,1,0.001,54.94,0,1244,2062,235,0x9D9D9D,1,0x9D9D9D,0.9,0,0x0xFFFFFF,FFFFFF,0,0.5,0.15,マンガン,锰,錳,망가니즈,0,0,0,0,0,2,1
Cr,Solid,0,1,Chromium,Cr,Cr,7.14,1,0.001,52,0,1907,2671,235,0x8A9A9A,1,0x8A9A9A,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,クロム,铬,鉻,크로뮴,0,0,0,0,0,2,1
Sn,Solid,0,1,Tin,Sn,Sn,7.31,1,0.001,118.71,0,232,2602,235,0xC0C0C0,1,0xC0C0C0,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,錫,锡,錫,주석,0,0,0,0,0,2,1
Ti,Solid,0,1,Titanium,Ti,Ti,4.51,1,0.001,47.87,0,1668,3287,235,0xC0C0C0,1,0xC0C0C0,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,チタン,钛,鈦,타이타늄,0,0,0,0,0,2,1
Si,Solid,0,1,Silicon,Si,Si,2.33,1,0.001,28.09,0,1414,3265,235,0x4A4A4A,1,0x4A4A4A,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,ケイ素,硅,硅,규소,0,0,0,0,0,2,1
B,Solid,0,1,Boron,B,B,2.34,1,0.001,10.81,0,2076,3927,235,0x4A4A4A,1,0x4A4A4A,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,ホウ素,硼,硼,붕소,0,0,0,0,0,2,1
I2,Solid,0,1,Iodine,I2,I2,4.93,1,0.001,253.81,0,114,184,235,0x9400D3,1,0x9400D3,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,ヨウ素,碘,碘,아이오딘,0,0,0,0,0,2,1
NH4NO3,Solid,0,1,Ammonium nitrate,NH4NO3,NH4NO3,1.72,1,0.001,80,100,210,99999,235,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,硝酸アンモニウム,硝酸铵,硝酸銨,질산암모늄,0,0,0,0,0,1,1
KNO3,Solid,0,1,Potassium nitrate,KNO3,KNO3,2.1,1,0.001,101.1,100,334,99999,235,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,硝酸カリウム,硝酸钾,硝酸鉀,질산칼륨,0,0,0,0,0,1,1
KClO3,Solid,0,1,Potassium chlorate,KClO3,KClO3,2.32,1,0.001,122.55,0,356,400,235,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,塩素酸カリウム,氯酸钾,氯酸鉀,염화산칼륨,0,0,0,0,0,1,1
KMnO4,Solid,0,1,Potassium permanganate,KMnO4,KMnO4,2.7,1,0.001,158.03,100,240,99999,235,0x800080,1,0x800080,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,過マンガン酸カリウム,高锰酸钾,高錳酸鉀,과망가론산칼륨,0,0,0,0,0,1,1
Na2S2O3,Solid,0,1,Sodium thiosulfate,Na2S2O3,Na2S2O3,1.67,1,0.001,158.11,100,48,100,235,0xFFFFFF,1,0xFFFFFF,0.9,0xFFFFFF,0,0xFFFFFF,0,0.5,0.15,チオ硫酸ナトリウム,硫代硫酸钠,硫代硫酸鈉,황화나트륨,0,0,0,0,0,1,1
Capric acid,Solid,Solid,1,Capric acid,Capric acid,Capric acid,0.893,0.893,0.893,172.26,0.015,31.3,268,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,カプリン酸,癸酸,癸酸,카프르산,0.015,1,1,0,0,0,1
Lauric acid,Solid,Solid,1,Lauric acid,Lauric acid,Lauric acid,0.883,0.883,0.883,200.32,0.004,43.8,298,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,月桂酸,月桂酸,月桂酸,라우르산,0.004,1,1,0,0,0,1
Myristic acid,Solid,Solid,1,Myristic acid,Myristic acid,Myristic acid,0.872,0.872,0.872,228.37,0.002,54.4,326,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,ミリスチン酸,肉豆蔻酸,肉豆蔻酸,미리스틱산,0.002,1,1,0,0,0,1
Palmitic acid,Solid,Solid,1,Palmitic acid,Palmitic acid,Palmitic acid,0.853,0.853,0.853,256.43,0.0006,62.9,351,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,パルミチン酸,棕榈酸,棕櫚酸,팔미트산,0.0006,1,1,0,0,0,1
Stearic acid,Solid,Solid,1,Stearic acid,Stearic acid,Stearic acid,0.845,0.845,0.845,284.48,0.0003,69.3,376,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,ステアリン酸,硬脂酸,硬脂酸,스테아르산,0.0003,1,1,0,0,0,1
Oxalic acid,Solid,Solid,1,Oxalic acid,Oxalic acid,Oxalic acid,1.9,1.9,1.9,90.03,10.6,189.5,365,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,シュウ酸,草酸,草酸,옥살산,10.6,1,1,0,0,0,1
Malonic acid,Solid,Solid,1,Malonic acid,Malonic acid,Malonic acid,1.619,1.619,1.619,104.06,73.5,135.6,244,0,0xE0F0FF,1,0xE0F0FF,1,0xE0F0FF,0,0xE0F0FF,1,0.4,0.3,マロン酸,丙二酸,丙二酸,말론산,73.5,1,1,0,0,0,1
